MacroRegione,Genere,AgeGroup,Condizione professionale europea,Year,Occupati,DescrAtecoLiv1,Count
Total,F,15-64,occupati,2020,91799800,Attivita' immobiliari,922
Total,F,15-64,occupati,2020,91799800,Attivita' manifatturiere,74721
Total,F,15-64,occupati,2020,91799800,"Attivita' professionali, scientifiche e tecniche",3771
Total,F,15-64,occupati,2020,91799800,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",36029
Total,F,15-64,occupati,2020,91799800,Costruzioni,32125
Total,F,15-64,occupati,2020,91799800,Estrazione di minerali da cave e miniere,364
Total,F,15-64,occupati,2020,91799800,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",10167
Total,F,15-64,occupati,2020,91799800,"Fornitura di energia elettrica, gas, vapore e aria condizionata",634
Total,F,15-64,occupati,2020,91799800,Istruzione,3445
Total,F,15-64,occupati,2020,91799800,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",23996
Total,F,15-64,occupati,2020,91799800,Non determinato,129636
Total,F,15-64,occupati,2020,91799800,Organizzazioni ed organismi extraterritoriali,62
Total,F,15-64,occupati,2020,91799800,Sanita' e assistenza sociale,161631
Total,F,15-64,occupati,2020,91799800,Servizi di informazione e comunicazione,3661
Total,F,15-64,occupati,2020,91799800,Trasporto e magazzinaggio,37914
Total,F,15-64,occupati,2020,91799800,"Agricoltura, silvicoltura e pesca",1132
Total,F,15-64,occupati,2020,91799800,Altre attivita' di servizi,5315
Total,F,15-64,occupati,2020,91799800,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",11065
Total,F,15-64,occupati,2020,91799800,"Attivita' artistiche, sportive, di intrattenimento e divertimento",3190
Total,F,15-64,occupati,2020,91799800,Attivita' dei servizi di alloggio e di ristorazione,18268
Total,F,15-64,occupati,2020,91799800,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",27
Total,F,15-64,occupati,2020,91799800,Attivita' finanziarie e assicurative,2862
Total,F,15-64,occupati,2020,91799800,Attivita' immobiliari,922
Total,F,15-64,occupati,2020,91799800,Attivita' manifatturiere,74721
Total,F,15-64,occupati,2020,91799800,"Attivita' professionali, scientifiche e tecniche",3771
Total,F,15-64,occupati,2020,91799800,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",36029
Total,F,15-64,occupati,2020,91799800,Costruzioni,32125
Total,F,15-64,occupati,2020,91799800,Estrazione di minerali da cave e miniere,364
Total,F,15-64,occupati,2020,91799800,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",10167
Total,F,15-64,occupati,2020,91799800,"Fornitura di energia elettrica, gas, vapore e aria condizionata",634
Total,F,15-64,occupati,2020,91799800,Istruzione,3445
Total,F,15-64,occupati,2020,91799800,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",23996
Total,F,15-64,occupati,2020,91799800,Non determinato,129636
Total,F,15-64,occupati,2020,91799800,Organizzazioni ed organismi extraterritoriali,62
Total,F,15-64,occupati,2020,91799800,Sanita' e assistenza sociale,161631
Total,F,15-64,occupati,2020,91799800,Servizi di informazione e comunicazione,3661
Total,F,15-64,occupati,2020,91799800,Trasporto e magazzinaggio,37914
Total,F,15-64,occupati,2021,92904490,"Agricoltura, silvicoltura e pesca",1049
Total,F,15-64,occupati,2021,92904490,Altre attivita' di servizi,5316
Total,F,15-64,occupati,2021,92904490,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",11791
Total,F,15-64,occupati,2021,92904490,"Attivita' artistiche, sportive, di intrattenimento e divertimento",3801
Total,F,15-64,occupati,2021,92904490,Attivita' dei servizi di alloggio e di ristorazione,21912
Total,F,15-64,occupati,2021,92904490,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",26
Total,F,15-64,occupati,2021,92904490,Attivita' finanziarie e assicurative,2838
Total,F,15-64,occupati,2021,92904490,Attivita' immobiliari,982
Total,F,15-64,occupati,2021,92904490,Attivita' manifatturiere,89258
Total,F,15-64,occupati,2021,92904490,"Attivita' professionali, scientifiche e tecniche",4565
Total,F,15-64,occupati,2021,92904490,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",41743
Total,F,15-64,occupati,2021,92904490,Costruzioni,40068
Total,F,15-64,occupati,2021,92904490,Estrazione di minerali da cave e miniere,439
Total,F,15-64,occupati,2021,92904490,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",11098
Total,F,15-64,occupati,2021,92904490,"Fornitura di energia elettrica, gas, vapore e aria condizionata",706
Total,F,15-64,occupati,2021,92904490,Istruzione,4376
Total,F,15-64,occupati,2021,92904490,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",26663
Total,F,15-64,occupati,2021,92904490,Non determinato,155427
Total,F,15-64,occupati,2021,92904490,Organizzazioni ed organismi extraterritoriali,64
Total,F,15-64,occupati,2021,92904490,Sanita' e assistenza sociale,77934
Total,F,15-64,occupati,2021,92904490,Servizi di informazione e comunicazione,4458
Total,F,15-64,occupati,2021,92904490,Trasporto e magazzinaggio,48449
Total,F,15-64,occupati,2021,92904490,"Agricoltura, silvicoltura e pesca",1049
Total,F,15-64,occupati,2021,92904490,Altre attivita' di servizi,5316
Total,F,15-64,occupati,2021,92904490,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",11791
Total,F,15-64,occupati,2021,92904490,"Attivita' artistiche, sportive, di intrattenimento e divertimento",3801
Total,F,15-64,occupati,2021,92904490,Attivita' dei servizi di alloggio e di ristorazione,21912
Total,F,15-64,occupati,2021,92904490,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",26
Total,F,15-64,occupati,2021,92904490,Attivita' finanziarie e assicurative,2838
Total,F,15-64,occupati,2021,92904490,Attivita' immobiliari,982
Total,F,15-64,occupati,2021,92904490,Attivita' manifatturiere,89258
Total,F,15-64,occupati,2021,92904490,"Attivita' professionali, scientifiche e tecniche",4565
Total,F,15-64,occupati,2021,92904490,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",41743
Total,F,15-64,occupati,2021,92904490,Costruzioni,40068
Total,F,15-64,occupati,2021,92904490,Estrazione di minerali da cave e miniere,439
Total,F,15-64,occupati,2021,92904490,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",11098
Total,F,15-64,occupati,2021,92904490,"Fornitura di energia elettrica, gas, vapore e aria condizionata",706
Total,F,15-64,occupati,2021,92904490,Istruzione,4376
Total,F,15-64,occupati,2021,92904490,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",26663
Total,F,15-64,occupati,2021,92904490,Non determinato,155427
Total,F,15-64,occupati,2021,92904490,Organizzazioni ed organismi extraterritoriali,64
Total,F,15-64,occupati,2021,92904490,Sanita' e assistenza sociale,77934
Total,F,15-64,occupati,2021,92904490,Servizi di informazione e comunicazione,4458
Total,F,15-64,occupati,2021,92904490,Trasporto e magazzinaggio,48449
Total,F,15-64,occupati,2022,95281140,"Agricoltura, silvicoltura e pesca",1061
Total,F,15-64,occupati,2022,95281140,Altre attivita' di servizi,5911
Total,F,15-64,occupati,2022,95281140,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",14848
Total,F,15-64,occupati,2022,95281140,"Attivita' artistiche, sportive, di intrattenimento e divertimento",4444
Total,F,15-64,occupati,2022,95281140,Attivita' dei servizi di alloggio e di ristorazione,27737
Total,F,15-64,occupati,2022,95281140,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",17
Total,F,15-64,occupati,2022,95281140,Attivita' finanziarie e assicurative,3156
Total,F,15-64,occupati,2022,95281140,Attivita' immobiliari,1082
Total,F,15-64,occupati,2022,95281140,Attivita' manifatturiere,92901
Total,F,15-64,occupati,2022,95281140,"Attivita' professionali, scientifiche e tecniche",5051
Total,F,15-64,occupati,2022,95281140,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",44629
Total,F,15-64,occupati,2022,95281140,Costruzioni,43108
Total,F,15-64,occupati,2022,95281140,Estrazione di minerali da cave e miniere,400
Total,F,15-64,occupati,2022,95281140,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",11723
Total,F,15-64,occupati,2022,95281140,"Fornitura di energia elettrica, gas, vapore e aria condizionata",744
Total,F,15-64,occupati,2022,95281140,Istruzione,5063
Total,F,15-64,occupati,2022,95281140,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",28367
Total,F,15-64,occupati,2022,95281140,Non determinato,189397
Total,F,15-64,occupati,2022,95281140,Organizzazioni ed organismi extraterritoriali,83
Total,F,15-64,occupati,2022,95281140,Sanita' e assistenza sociale,141889
Total,F,15-64,occupati,2022,95281140,Servizi di informazione e comunicazione,4039
Total,F,15-64,occupati,2022,95281140,Trasporto e magazzinaggio,63544
Total,F,15-64,occupati,2022,95281140,"Agricoltura, silvicoltura e pesca",1061
Total,F,15-64,occupati,2022,95281140,Altre attivita' di servizi,5911
Total,F,15-64,occupati,2022,95281140,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",14848
Total,F,15-64,occupati,2022,95281140,"Attivita' artistiche, sportive, di intrattenimento e divertimento",4444
Total,F,15-64,occupati,2022,95281140,Attivita' dei servizi di alloggio e di ristorazione,27737
Total,F,15-64,occupati,2022,95281140,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",17
Total,F,15-64,occupati,2022,95281140,Attivita' finanziarie e assicurative,3156
Total,F,15-64,occupati,2022,95281140,Attivita' immobiliari,1082
Total,F,15-64,occupati,2022,95281140,Attivita' manifatturiere,92901
Total,F,15-64,occupati,2022,95281140,"Attivita' professionali, scientifiche e tecniche",5051
Total,F,15-64,occupati,2022,95281140,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",44629
Total,F,15-64,occupati,2022,95281140,Costruzioni,43108
Total,F,15-64,occupati,2022,95281140,Estrazione di minerali da cave e miniere,400
Total,F,15-64,occupati,2022,95281140,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",11723
Total,F,15-64,occupati,2022,95281140,"Fornitura di energia elettrica, gas, vapore e aria condizionata",744
Total,F,15-64,occupati,2022,95281140,Istruzione,5063
Total,F,15-64,occupati,2022,95281140,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",28367
Total,F,15-64,occupati,2022,95281140,Non determinato,189397
Total,F,15-64,occupati,2022,95281140,Organizzazioni ed organismi extraterritoriali,83
Total,F,15-64,occupati,2022,95281140,Sanita' e assistenza sociale,141889
Total,F,15-64,occupati,2022,95281140,Servizi di informazione e comunicazione,4039
Total,F,15-64,occupati,2022,95281140,Trasporto e magazzinaggio,63544
Total,F,15+,occupati,2018,96765020,"Agricoltura, silvicoltura e pesca",1292
Total,F,15+,occupati,2018,96765020,Altre attivita' di servizi,6151
Total,F,15+,occupati,2018,96765020,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",13996
Total,F,15+,occupati,2018,96765020,"Attivita' artistiche, sportive, di intrattenimento e divertimento",4264
Total,F,15+,occupati,2018,96765020,Attivita' dei servizi di alloggio e di ristorazione,30118
Total,F,15+,occupati,2018,96765020,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",30
Total,F,15+,occupati,2018,96765020,Attivita' finanziarie e assicurative,4761
Total,F,15+,occupati,2018,96765020,Attivita' immobiliari,1946
Total,F,15+,occupati,2018,96765020,Attivita' manifatturiere,102501
Total,F,15+,occupati,2018,96765020,"Attivita' professionali, scientifiche e tecniche",6175
Total,F,15+,occupati,2018,96765020,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",47962
Total,F,15+,occupati,2018,96765020,Costruzioni,39088
Total,F,15+,occupati,2018,96765020,Estrazione di minerali da cave e miniere,516
Total,F,15+,occupati,2018,96765020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",13175
Total,F,15+,occupati,2018,96765020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",1006
Total,F,15+,occupati,2018,96765020,Istruzione,5631
Total,F,15+,occupati,2018,96765020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",30741
Total,F,15+,occupati,2018,96765020,Non determinato,218855
Total,F,15+,occupati,2018,96765020,Organizzazioni ed organismi extraterritoriali,95
Total,F,15+,occupati,2018,96765020,Sanita' e assistenza sociale,51073
Total,F,15+,occupati,2018,96765020,Servizi di informazione e comunicazione,5298
Total,F,15+,occupati,2018,96765020,Trasporto e magazzinaggio,47028
Total,F,15+,occupati,2018,96765020,"Agricoltura, silvicoltura e pesca",1292
Total,F,15+,occupati,2018,96765020,Altre attivita' di servizi,6151
Total,F,15+,occupati,2018,96765020,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",13996
Total,F,15+,occupati,2018,96765020,"Attivita' artistiche, sportive, di intrattenimento e divertimento",4264
Total,F,15+,occupati,2018,96765020,Attivita' dei servizi di alloggio e di ristorazione,30118
Total,F,15+,occupati,2018,96765020,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",30
Total,F,15+,occupati,2018,96765020,Attivita' finanziarie e assicurative,4761
Total,F,15+,occupati,2018,96765020,Attivita' immobiliari,1946
Total,F,15+,occupati,2018,96765020,Attivita' manifatturiere,102501
Total,F,15+,occupati,2018,96765020,"Attivita' professionali, scientifiche e tecniche",6175
Total,F,15+,occupati,2018,96765020,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",47962
Total,F,15+,occupati,2018,96765020,Costruzioni,39088
Total,F,15+,occupati,2018,96765020,Estrazione di minerali da cave e miniere,516
Total,F,15+,occupati,2018,96765020,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",13175
Total,F,15+,occupati,2018,96765020,"Fornitura di energia elettrica, gas, vapore e aria condizionata",1006
Total,F,15+,occupati,2018,96765020,Istruzione,5631
Total,F,15+,occupati,2018,96765020,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",30741
Total,F,15+,occupati,2018,96765020,Non determinato,218855
Total,F,15+,occupati,2018,96765020,Organizzazioni ed organismi extraterritoriali,95
Total,F,15+,occupati,2018,96765020,Sanita' e assistenza sociale,51073
Total,F,15+,occupati,2018,96765020,Servizi di informazione e comunicazione,5298
Total,F,15+,occupati,2018,96765020,Trasporto e magazzinaggio,47028
Total,F,15+,occupati,2019,97737670,"Agricoltura, silvicoltura e pesca",1182
Total,F,15+,occupati,2019,97737670,Altre attivita' di servizi,6002
Total,F,15+,occupati,2019,97737670,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",13642
Total,F,15+,occupati,2019,97737670,"Attivita' artistiche, sportive, di intrattenimento e divertimento",4443
Total,F,15+,occupati,2019,97737670,Attivita' dei servizi di alloggio e di ristorazione,31021
Total,F,15+,occupati,2019,97737670,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",35
