MacroRegione,Genere,AgeGroup,Condizione professionale europea,Year,Occupati,DescrAtecoLiv1,Count
NordOvest,M,15+,occupati,2019,3886123,Attivita' finanziarie e assicurative,1779
NordOvest,M,15+,occupati,2019,3886123,Attivita' immobiliari,614
NordOvest,M,15+,occupati,2019,3886123,Attivita' manifatturiere,33765
NordOvest,M,15+,occupati,2019,3886123,"Attivita' professionali, scientifiche e tecniche",2353
NordOvest,M,15+,occupati,2019,3886123,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14949
NordOvest,M,15+,occupati,2019,3886123,Costruzioni,11405
NordOvest,M,15+,occupati,2019,3886123,Estrazione di minerali da cave e miniere,105
NordOvest,M,15+,occupati,2019,3886123,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3251
NordOvest,M,15+,occupati,2019,3886123,"Fornitura di energia elettrica, gas, vapore e aria condizionata",319
NordOvest,M,15+,occupati,2019,3886123,Istruzione,2856
NordOvest,M,15+,occupati,2019,3886123,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",10168
NordOvest,M,15+,occupati,2019,3886123,Non determinato,61069
NordOvest,M,15+,occupati,2019,3886123,Organizzazioni ed organismi extraterritoriali,7
NordOvest,M,15+,occupati,2019,3886123,Sanita' e assistenza sociale,15427
NordOvest,M,15+,occupati,2019,3886123,Servizi di informazione e comunicazione,1807
NordOvest,M,15+,occupati,2019,3886123,Trasporto e magazzinaggio,15071
NordOvest,M,15+,occupati,2020,3752789,"Agricoltura, silvicoltura e pesca",177
NordOvest,M,15+,occupati,2020,3752789,Altre attivita' di servizi,1725
NordOvest,M,15+,occupati,2020,3752789,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3412
NordOvest,M,15+,occupati,2020,3752789,"Attivita' artistiche, sportive, di intrattenimento e divertimento",898
NordOvest,M,15+,occupati,2020,3752789,Attivita' dei servizi di alloggio e di ristorazione,5332
NordOvest,M,15+,occupati,2020,3752789,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",14
NordOvest,M,15+,occupati,2020,3752789,Attivita' finanziarie e assicurative,1069
NordOvest,M,15+,occupati,2020,3752789,Attivita' immobiliari,340
NordOvest,M,15+,occupati,2020,3752789,Attivita' manifatturiere,23912
NordOvest,M,15+,occupati,2020,3752789,"Attivita' professionali, scientifiche e tecniche",1315
NordOvest,M,15+,occupati,2020,3752789,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",11026
NordOvest,M,15+,occupati,2020,3752789,Costruzioni,9008
NordOvest,M,15+,occupati,2020,3752789,Estrazione di minerali da cave e miniere,87
NordOvest,M,15+,occupati,2020,3752789,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2530
NordOvest,M,15+,occupati,2020,3752789,"Fornitura di energia elettrica, gas, vapore e aria condizionata",196
NordOvest,M,15+,occupati,2020,3752789,Istruzione,1655
NordOvest,M,15+,occupati,2020,3752789,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8063
NordOvest,M,15+,occupati,2020,3752789,Non determinato,33696
NordOvest,M,15+,occupati,2020,3752789,Organizzazioni ed organismi extraterritoriali,6
NordOvest,M,15+,occupati,2020,3752789,Sanita' e assistenza sociale,69399
NordOvest,M,15+,occupati,2020,3752789,Servizi di informazione e comunicazione,1108
NordOvest,M,15+,occupati,2020,3752789,Trasporto e magazzinaggio,11726
NordOvest,M,15+,occupati,2021,377081,"Agricoltura, silvicoltura e pesca",181
NordOvest,M,15+,occupati,2021,377081,Altre attivita' di servizi,1590
NordOvest,M,15+,occupati,2021,377081,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3496
NordOvest,M,15+,occupati,2021,377081,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1006
NordOvest,M,15+,occupati,2021,377081,Attivita' dei servizi di alloggio e di ristorazione,6122
NordOvest,M,15+,occupati,2021,377081,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",16
NordOvest,M,15+,occupati,2021,377081,Attivita' finanziarie e assicurative,989
NordOvest,M,15+,occupati,2021,377081,Attivita' immobiliari,358
NordOvest,M,15+,occupati,2021,377081,Attivita' manifatturiere,28912
NordOvest,M,15+,occupati,2021,377081,"Attivita' professionali, scientifiche e tecniche",1695
NordOvest,M,15+,occupati,2021,377081,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",12896
NordOvest,M,15+,occupati,2021,377081,Costruzioni,11451
NordOvest,M,15+,occupati,2021,377081,Estrazione di minerali da cave e miniere,107
NordOvest,M,15+,occupati,2021,377081,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2871
NordOvest,M,15+,occupati,2021,377081,"Fornitura di energia elettrica, gas, vapore e aria condizionata",223
NordOvest,M,15+,occupati,2021,377081,Istruzione,2105
NordOvest,M,15+,occupati,2021,377081,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8660
NordOvest,M,15+,occupati,2021,377081,Non determinato,43694
NordOvest,M,15+,occupati,2021,377081,Organizzazioni ed organismi extraterritoriali,4
NordOvest,M,15+,occupati,2021,377081,Sanita' e assistenza sociale,25246
NordOvest,M,15+,occupati,2021,377081,Servizi di informazione e comunicazione,1353
NordOvest,M,15+,occupati,2021,377081,Trasporto e magazzinaggio,15258
NordOvest,M,15+,occupati,2022,3864081,"Agricoltura, silvicoltura e pesca",178
NordOvest,M,15+,occupati,2022,3864081,Altre attivita' di servizi,1731
NordOvest,M,15+,occupati,2022,3864081,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4280
NordOvest,M,15+,occupati,2022,3864081,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1153
NordOvest,M,15+,occupati,2022,3864081,Attivita' dei servizi di alloggio e di ristorazione,8106
NordOvest,M,15+,occupati,2022,3864081,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
NordOvest,M,15+,occupati,2022,3864081,Attivita' finanziarie e assicurative,1201
NordOvest,M,15+,occupati,2022,3864081,Attivita' immobiliari,376
NordOvest,M,15+,occupati,2022,3864081,Attivita' manifatturiere,30049
NordOvest,M,15+,occupati,2022,3864081,"Attivita' professionali, scientifiche e tecniche",1948
NordOvest,M,15+,occupati,2022,3864081,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14668
NordOvest,M,15+,occupati,2022,3864081,Costruzioni,11793
NordOvest,M,15+,occupati,2022,3864081,Estrazione di minerali da cave e miniere,92
NordOvest,M,15+,occupati,2022,3864081,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2991
NordOvest,M,15+,occupati,2022,3864081,"Fornitura di energia elettrica, gas, vapore e aria condizionata",234
NordOvest,M,15+,occupati,2022,3864081,Istruzione,2612
NordOvest,M,15+,occupati,2022,3864081,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",9308
NordOvest,M,15+,occupati,2022,3864081,Non determinato,53854
NordOvest,M,15+,occupati,2022,3864081,Organizzazioni ed organismi extraterritoriali,2
NordOvest,M,15+,occupati,2022,3864081,Sanita' e assistenza sociale,54610
NordOvest,M,15+,occupati,2022,3864081,Servizi di informazione e comunicazione,1217
NordOvest,M,15+,occupati,2022,3864081,Trasporto e magazzinaggio,16512
NordEst,M,15+,occupati,2018,2863361,"Agricoltura, silvicoltura e pesca",523
NordEst,M,15+,occupati,2018,2863361,Altre attivita' di servizi,1731
NordEst,M,15+,occupati,2018,2863361,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4229
NordEst,M,15+,occupati,2018,2863361,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1170
NordEst,M,15+,occupati,2018,2863361,Attivita' dei servizi di alloggio e di ristorazione,9885
NordEst,M,15+,occupati,2018,2863361,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",4
NordEst,M,15+,occupati,2018,2863361,Attivita' finanziarie e assicurative,1105
NordEst,M,15+,occupati,2018,2863361,Attivita' immobiliari,613
NordEst,M,15+,occupati,2018,2863361,Attivita' manifatturiere,43740
NordEst,M,15+,occupati,2018,2863361,"Attivita' professionali, scientifiche e tecniche",1671
NordEst,M,15+,occupati,2018,2863361,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14815
NordEst,M,15+,occupati,2018,2863361,Costruzioni,13788
NordEst,M,15+,occupati,2018,2863361,Estrazione di minerali da cave e miniere,122
NordEst,M,15+,occupati,2018,2863361,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2266
NordEst,M,15+,occupati,2018,2863361,"Fornitura di energia elettrica, gas, vapore e aria condizionata",247
NordEst,M,15+,occupati,2018,2863361,Istruzione,1825
NordEst,M,15+,occupati,2018,2863361,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8284
NordEst,M,15+,occupati,2018,2863361,Non determinato,70368
NordEst,M,15+,occupati,2018,2863361,Organizzazioni ed organismi extraterritoriali,43
NordEst,M,15+,occupati,2018,2863361,Sanita' e assistenza sociale,13261
NordEst,M,15+,occupati,2018,2863361,Servizi di informazione e comunicazione,1079
NordEst,M,15+,occupati,2018,2863361,Trasporto e magazzinaggio,14171
NordEst,M,15+,occupati,2019,2897444,"Agricoltura, silvicoltura e pesca",504
NordEst,M,15+,occupati,2019,2897444,Altre attivita' di servizi,1732
NordEst,M,15+,occupati,2019,2897444,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4248
NordEst,M,15+,occupati,2019,2897444,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1258
NordEst,M,15+,occupati,2019,2897444,Attivita' dei servizi di alloggio e di ristorazione,10105
NordEst,M,15+,occupati,2019,2897444,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",4
NordEst,M,15+,occupati,2019,2897444,Attivita' finanziarie e assicurative,1032
NordEst,M,15+,occupati,2019,2897444,Attivita' immobiliari,465
NordEst,M,15+,occupati,2019,2897444,Attivita' manifatturiere,43621
NordEst,M,15+,occupati,2019,2897444,"Attivita' professionali, scientifiche e tecniche",1598
NordEst,M,15+,occupati,2019,2897444,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14765
NordEst,M,15+,occupati,2019,2897444,Costruzioni,13949
NordEst,M,15+,occupati,2019,2897444,Estrazione di minerali da cave e miniere,109
NordEst,M,15+,occupati,2019,2897444,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2203
NordEst,M,15+,occupati,2019,2897444,"Fornitura di energia elettrica, gas, vapore e aria condizionata",256
NordEst,M,15+,occupati,2019,2897444,Istruzione,1762
NordEst,M,15+,occupati,2019,2897444,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8297
NordEst,M,15+,occupati,2019,2897444,Non determinato,69350
NordEst,M,15+,occupati,2019,2897444,Organizzazioni ed organismi extraterritoriali,35
NordEst,M,15+,occupati,2019,2897444,Sanita' e assistenza sociale,13680
NordEst,M,15+,occupati,2019,2897444,Servizi di informazione e comunicazione,1029
NordEst,M,15+,occupati,2019,2897444,Trasporto e magazzinaggio,14302
NordEst,M,15+,occupati,2020,2836607,"Agricoltura, silvicoltura e pesca",443
NordEst,M,15+,occupati,2020,2836607,Altre attivita' di servizi,1366
NordEst,M,15+,occupati,2020,2836607,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3013
NordEst,M,15+,occupati,2020,2836607,"Attivita' artistiche, sportive, di intrattenimento e divertimento",913
NordEst,M,15+,occupati,2020,2836607,Attivita' dei servizi di alloggio e di ristorazione,5932
NordEst,M,15+,occupati,2020,2836607,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",3
NordEst,M,15+,occupati,2020,2836607,Attivita' finanziarie e assicurative,636
NordEst,M,15+,occupati,2020,2836607,Attivita' immobiliari,246
NordEst,M,15+,occupati,2020,2836607,Attivita' manifatturiere,32613
NordEst,M,15+,occupati,2020,2836607,"Attivita' professionali, scientifiche e tecniche",1099
NordEst,M,15+,occupati,2020,2836607,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",11223
NordEst,M,15+,occupati,2020,2836607,Costruzioni,11413
NordEst,M,15+,occupati,2020,2836607,Estrazione di minerali da cave e miniere,94
NordEst,M,15+,occupati,2020,2836607,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",1744
NordEst,M,15+,occupati,2020,2836607,"Fornitura di energia elettrica, gas, vapore e aria condizionata",192
NordEst,M,15+,occupati,2020,2836607,Istruzione,1038
NordEst,M,15+,occupati,2020,2836607,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6415
NordEst,M,15+,occupati,2020,2836607,Non determinato,43988
NordEst,M,15+,occupati,2020,2836607,Organizzazioni ed organismi extraterritoriali,24
NordEst,M,15+,occupati,2020,2836607,Sanita' e assistenza sociale,42774
NordEst,M,15+,occupati,2020,2836607,Servizi di informazione e comunicazione,797
NordEst,M,15+,occupati,2020,2836607,Trasporto e magazzinaggio,11582
NordEst,M,15+,occupati,2021,283231,"Agricoltura, silvicoltura e pesca",427
NordEst,M,15+,occupati,2021,283231,Altre attivita' di servizi,1436
NordEst,M,15+,occupati,2021,283231,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3728
NordEst,M,15+,occupati,2021,283231,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1090
NordEst,M,15+,occupati,2021,283231,Attivita' dei servizi di alloggio e di ristorazione,7214
NordEst,M,15+,occupati,2021,283231,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2
NordEst,M,15+,occupati,2021,283231,Attivita' finanziarie e assicurative,724
NordEst,M,15+,occupati,2021,283231,Attivita' immobiliari,224
NordEst,M,15+,occupati,2021,283231,Attivita' manifatturiere,39165
NordEst,M,15+,occupati,2021,283231,"Attivita' professionali, scientifiche e tecniche",1293
NordEst,M,15+,occupati,2021,283231,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",12931
NordEst,M,15+,occupati,2021,283231,Costruzioni,13591
NordEst,M,15+,occupati,2021,283231,Estrazione di minerali da cave e miniere,102
NordEst,M,15+,occupati,2021,283231,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",1935
NordEst,M,15+,occupati,2021,283231,"Fornitura di energia elettrica, gas, vapore e aria condizionata",221
NordEst,M,15+,occupati,2021,283231,Istruzione,1369
NordEst,M,15+,occupati,2021,283231,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7583
NordEst,M,15+,occupati,2021,283231,Non determinato,54131
NordEst,M,15+,occupati,2021,283231,Organizzazioni ed organismi extraterritoriali,28
NordEst,M,15+,occupati,2021,283231,Sanita' e assistenza sociale,20618
NordEst,M,15+,occupati,2021,283231,Servizi di informazione e comunicazione,878
NordEst,M,15+,occupati,2021,283231,Trasporto e magazzinaggio,14434
NordEst,M,15+,occupati,2022,2885959,"Agricoltura, silvicoltura e pesca",468
NordEst,M,15+,occupati,2022,2885959,Altre attivita' di servizi,1564
NordEst,M,15+,occupati,2022,2885959,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4061
NordEst,M,15+,occupati,2022,2885959,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1251
NordEst,M,15+,occupati,2022,2885959,Attivita' dei servizi di alloggio e di ristorazione,8591
NordEst,M,15+,occupati,2022,2885959,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2
NordEst,M,15+,occupati,2022,2885959,Attivita' finanziarie e assicurative,724
NordEst,M,15+,occupati,2022,2885959,Attivita' immobiliari,259
NordEst,M,15+,occupati,2022,2885959,Attivita' manifatturiere,40642
NordEst,M,15+,occupati,2022,2885959,"Attivita' professionali, scientifiche e tecniche",1385
NordEst,M,15+,occupati,2022,2885959,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",13467
NordEst,M,15+,occupati,2022,2885959,Costruzioni,13996
NordEst,M,15+,occupati,2022,2885959,Estrazione di minerali da cave e miniere,96
NordEst,M,15+,occupati,2022,2885959,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2147
NordEst,M,15+,occupati,2022,2885959,"Fornitura di energia elettrica, gas, vapore e aria condizionata",211
NordEst,M,15+,occupati,2022,2885959,Istruzione,1482
NordEst,M,15+,occupati,2022,2885959,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7709
NordEst,M,15+,occupati,2022,2885959,Non determinato,61449
NordEst,M,15+,occupati,2022,2885959,Organizzazioni ed organismi extraterritoriali,27
NordEst,M,15+,occupati,2022,2885959,Sanita' e assistenza sociale,29277
NordEst,M,15+,occupati,2022,2885959,Servizi di informazione e comunicazione,842
NordEst,M,15+,occupati,2022,2885959,Trasporto e magazzinaggio,16885
Centro,M,15-64,occupati,2018,2620414,"Agricoltura, silvicoltura e pesca",319
Centro,M,15-64,occupati,2018,2620414,Altre attivita' di servizi,1490
Centro,M,15-64,occupati,2018,2620414,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2943
Centro,M,15-64,occupati,2018,2620414,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1054
Centro,M,15-64,occupati,2018,2620414,Attivita' dei servizi di alloggio e di ristorazione,7190
Centro,M,15-64,occupati,2018,2620414,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,M,15-64,occupati,2018,2620414,Attivita' finanziarie e assicurative,1209
Centro,M,15-64,occupati,2018,2620414,Attivita' immobiliari,417
Centro,M,15-64,occupati,2018,2620414,Attivita' manifatturiere,14864
Centro,M,15-64,occupati,2018,2620414,"Attivita' professionali, scientifiche e tecniche",1420
Centro,M,15-64,occupati,2018,2620414,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",9999
Centro,M,15-64,occupati,2018,2620414,Costruzioni,8004
Centro,M,15-64,occupati,2018,2620414,Estrazione di minerali da cave e miniere,173
Centro,M,15-64,occupati,2018,2620414,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3383
Centro,M,15-64,occupati,2018,2620414,"Fornitura di energia elettrica, gas, vapore e aria condizionata",228
Centro,M,15-64,occupati,2018,2620414,Istruzione,725
Centro,M,15-64,occupati,2018,2620414,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7463
Centro,M,15-64,occupati,2018,2620414,Non determinato,39984
Centro,M,15-64,occupati,2018,2620414,Organizzazioni ed organismi extraterritoriali,43
Centro,M,15-64,occupati,2018,2620414,Sanita' e assistenza sociale,10631
Centro,M,15-64,occupati,2018,2620414,Servizi di informazione e comunicazione,1646
Centro,M,15-64,occupati,2018,2620414,Trasporto e magazzinaggio,10151
Centro,M,15-64,occupati,2019,2622496,"Agricoltura, silvicoltura e pesca",296
Centro,M,15-64,occupati,2019,2622496,Altre attivita' di servizi,1485
Centro,M,15-64,occupati,2019,2622496,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2966
Centro,M,15-64,occupati,2019,2622496,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1034
Centro,M,15-64,occupati,2019,2622496,Attivita' dei servizi di alloggio e di ristorazione,7383
Centro,M,15-64,occupati,2019,2622496,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",10
Centro,M,15-64,occupati,2019,2622496,Attivita' finanziarie e assicurative,1145
Centro,M,15-64,occupati,2019,2622496,Attivita' immobiliari,411
Centro,M,15-64,occupati,2019,2622496,Attivita' manifatturiere,15010
Centro,M,15-64,occupati,2019,2622496,"Attivita' professionali, scientifiche e tecniche",1293
Centro,M,15-64,occupati,2019,2622496,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",10240
Centro,M,15-64,occupati,2019,2622496,Costruzioni,8200
Centro,M,15-64,occupati,2019,2622496,Estrazione di minerali da cave e miniere,150
Centro,M,15-64,occupati,2019,2622496,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3407
Centro,M,15-64,occupati,2019,2622496,"Fornitura di energia elettrica, gas, vapore e aria condizionata",235
Centro,M,15-64,occupati,2019,2622496,Istruzione,748
Centro,M,15-64,occupati,2019,2622496,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7499
Centro,M,15-64,occupati,2019,2622496,Non determinato,40285
Centro,M,15-64,occupati,2019,2622496,Organizzazioni ed organismi extraterritoriali,54
Centro,M,15-64,occupati,2019,2622496,Sanita' e assistenza sociale,10982
Centro,M,15-64,occupati,2019,2622496,Servizi di informazione e comunicazione,1609
Centro,M,15-64,occupati,2019,2622496,Trasporto e magazzinaggio,10128
Centro,M,15-64,occupati,2020,2562728,"Agricoltura, silvicoltura e pesca",335
Centro,M,15-64,occupati,2020,2562728,Altre attivita' di servizi,1252
Centro,M,15-64,occupati,2020,2562728,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2195
Centro,M,15-64,occupati,2020,2562728,"Attivita' artistiche, sportive, di intrattenimento e divertimento",736
Centro,M,15-64,occupati,2020,2562728,Attivita' dei servizi di alloggio e di ristorazione,4037
Centro,M,15-64,occupati,2020,2562728,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,M,15-64,occupati,2020,2562728,Attivita' finanziarie e assicurative,729
Centro,M,15-64,occupati,2020,2562728,Attivita' immobiliari,195
Centro,M,15-64,occupati,2020,2562728,Attivita' manifatturiere,10712
Centro,M,15-64,occupati,2020,2562728,"Attivita' professionali, scientifiche e tecniche",836
Centro,M,15-64,occupati,2020,2562728,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",7371
Centro,M,15-64,occupati,2020,2562728,Costruzioni,6307
Centro,M,15-64,occupati,2020,2562728,Estrazione di minerali da cave e miniere,118
Centro,M,15-64,occupati,2020,2562728,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2480
Centro,M,15-64,occupati,2020,2562728,"Fornitura di energia elettrica, gas, vapore e aria condizionata",123
Centro,M,15-64,occupati,2020,2562728,Istruzione,563
Centro,M,15-64,occupati,2020,2562728,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",5488
Centro,M,15-64,occupati,2020,2562728,Non determinato,25895
Centro,M,15-64,occupati,2020,2562728,Organizzazioni ed organismi extraterritoriali,29
Centro,M,15-64,occupati,2020,2562728,Sanita' e assistenza sociale,24052
Centro,M,15-64,occupati,2020,2562728,Servizi di informazione e comunicazione,1171
Centro,M,15-64,occupati,2020,2562728,Trasporto e magazzinaggio,7861
Centro,M,15-64,occupati,2021,2560975,"Agricoltura, silvicoltura e pesca",282
Centro,M,15-64,occupati,2021,2560975,Altre attivita' di servizi,1292
Centro,M,15-64,occupati,2021,2560975,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2171
Centro,M,15-64,occupati,2021,2560975,"Attivita' artistiche, sportive, di intrattenimento e divertimento",912
Centro,M,15-64,occupati,2021,2560975,Attivita' dei servizi di alloggio e di ristorazione,4927
Centro,M,15-64,occupati,2021,2560975,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,M,15-64,occupati,2021,2560975,Attivita' finanziarie e assicurative,710
Centro,M,15-64,occupati,2021,2560975,Attivita' immobiliari,244
Centro,M,15-64,occupati,2021,2560975,Attivita' manifatturiere,13025
Centro,M,15-64,occupati,2021,2560975,"Attivita' professionali, scientifiche e tecniche",981
Centro,M,15-64,occupati,2021,2560975,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8689
Centro,M,15-64,occupati,2021,2560975,Costruzioni,8282
Centro,M,15-64,occupati,2021,2560975,Estrazione di minerali da cave e miniere,127
Centro,M,15-64,occupati,2021,2560975,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2873
Centro,M,15-64,occupati,2021,2560975,"Fornitura di energia elettrica, gas, vapore e aria condizionata",114
Centro,M,15-64,occupati,2021,2560975,Istruzione,609
Centro,M,15-64,occupati,2021,2560975,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6296
Centro,M,15-64,occupati,2021,2560975,Non determinato,28514
Centro,M,15-64,occupati,2021,2560975,Organizzazioni ed organismi extraterritoriali,29
Centro,M,15-64,occupati,2021,2560975,Sanita' e assistenza sociale,15198
Centro,M,15-64,occupati,2021,2560975,Servizi di informazione e comunicazione,1469
Centro,M,15-64,occupati,2021,2560975,Trasporto e magazzinaggio,10080
Centro,M,15-64,occupati,2022,2634145,"Agricoltura, silvicoltura e pesca",250
Centro,M,15-64,occupati,2022,2634145,Altre attivita' di servizi,1610
Centro,M,15-64,occupati,2022,2634145,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3409
Centro,M,15-64,occupati,2022,2634145,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1103
Centro,M,15-64,occupati,2022,2634145,Attivita' dei servizi di alloggio e di ristorazione,6619
Centro,M,15-64,occupati,2022,2634145,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,M,15-64,occupati,2022,2634145,Attivita' finanziarie e assicurative,783
Centro,M,15-64,occupati,2022,2634145,Attivita' immobiliari,266
Centro,M,15-64,occupati,2022,2634145,Attivita' manifatturiere,13751
Centro,M,15-64,occupati,2022,2634145,"Attivita' professionali, scientifiche e tecniche",1101
Centro,M,15-64,occupati,2022,2634145,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",9163
Centro,M,15-64,occupati,2022,2634145,Costruzioni,9184
Centro,M,15-64,occupati,2022,2634145,Estrazione di minerali da cave e miniere,131
Centro,M,15-64,occupati,2022,2634145,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3002
Centro,M,15-64,occupati,2022,2634145,"Fornitura di energia elettrica, gas, vapore e aria condizionata",140
Centro,M,15-64,occupati,2022,2634145,Istruzione,592
Centro,M,15-64,occupati,2022,2634145,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6759
Centro,M,15-64,occupati,2022,2634145,Non determinato,35693
Centro,M,15-64,occupati,2022,2634145,Organizzazioni ed organismi extraterritoriali,53
Centro,M,15-64,occupati,2022,2634145,Sanita' e assistenza sociale,25927
Centro,M,15-64,occupati,2022,2634145,Servizi di informazione e comunicazione,1384
Centro,M,15-64,occupati,2022,2634145,Trasporto e magazzinaggio,16248
Centro,F,15-64,occupati,2018,2121395,"Agricoltura, silvicoltura e pesca",319
Centro,F,15-64,occupati,2018,2121395,Altre attivita' di servizi,1490
Centro,F,15-64,occupati,2018,2121395,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2943
Centro,F,15-64,occupati,2018,2121395,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1054
Centro,F,15-64,occupati,2018,2121395,Attivita' dei servizi di alloggio e di ristorazione,7190
Centro,F,15-64,occupati,2018,2121395,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
