Anno,DescrAtecoLiv1,Area Geografica,Occupati,Numero morti,Percentage,PercentageOccupati
2024,Attivita' dei servizi di alloggio e di ristorazione,Centro,0,3,0.43859649122807015,nan
2024,Attivita' dei servizi di alloggio e di ristorazione,NordEst,0,1,0.14619883040935672,nan
2024,Attivita' dei servizi di alloggio e di ristorazione,NordOvest,0,4,0.5847953216374269,nan
2024,Attivita' dei servizi di alloggio e di ristorazione,Sud,0,5,0.7309941520467835,nan
2024,Attivita' dei servizi di alloggio e di ristorazione,Total,0,13,1.9005847953216373,nan
2024,Attivita' finanziarie e assicurative,Centro,0,1,0.14619883040935672,nan
2024,Attivita' finanziarie e assicurative,NordEst,0,1,0.14619883040935672,nan
2024,Attivita' finanziarie e assicurative,Sud,0,1,0.14619883040935672,nan
2024,Attivita' finanziarie e assicurative,Total,0,3,0.43859649122807015,nan
2024,Attivita' manifatturiere,Centro,0,4,0.5847953216374269,nan
2024,Attivita' manifatturiere,NordEst,0,6,0.8771929824561403,nan
2024,Attivita' manifatturiere,NordOvest,0,21,3.070175438596491,nan
2024,Attivita' manifatturiere,Sud,0,17,2.4853801169590644,nan
2024,Attivita' manifatturiere,Total,0,48,7.017543859649122,nan
2024,"Attivita' professionali, scientifiche e tecniche",Centro,0,1,0.14619883040935672,nan
2024,"Attivita' professionali, scientifiche e tecniche",NordEst,0,2,0.29239766081871343,nan
2024,"Attivita' professionali, scientifiche e tecniche",Sud,0,2,0.29239766081871343,nan
2024,"Attivita' professionali, scientifiche e tecniche",Total,0,5,0.7309941520467835,nan
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Centro,0,7,1.023391812865497,nan
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",NordEst,0,1,0.14619883040935672,nan
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",NordOvest,0,11,1.608187134502924,nan
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Sud,0,7,1.023391812865497,nan
2024,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Total,0,26,3.8011695906432745,nan
2024,Costruzioni,Centro,0,12,1.7543859649122806,nan
2024,Costruzioni,NordEst,0,13,1.9005847953216373,nan
2024,Costruzioni,NordOvest,0,18,2.631578947368421,nan
2024,Costruzioni,Sud,0,22,3.216374269005848,nan
2024,Costruzioni,Total,0,65,9.502923976608187,nan
2024,Estrazione di minerali da cave e miniere,NordEst,0,1,0.14619883040935672,nan
2024,Estrazione di minerali da cave e miniere,Sud,0,1,0.14619883040935672,nan
2024,Estrazione di minerali da cave e miniere,Total,0,2,0.29239766081871343,nan
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Centro,0,1,0.14619883040935672,nan
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",NordEst,0,3,0.43859649122807015,nan
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",NordOvest,0,1,0.14619883040935672,nan
2024,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Total,0,5,0.7309941520467835,nan
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",NordEst,0,1,0.14619883040935672,nan
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Sud,0,1,0.14619883040935672,nan
2024,"Fornitura di energia elettrica, gas, vapore e aria condizionata",Total,0,2,0.29239766081871343,nan
2024,Istruzione,NordOvest,0,1,0.14619883040935672,nan
2024,Istruzione,Total,0,1,0.14619883040935672,nan
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Centro,0,3,0.43859649122807015,nan
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",NordEst,0,3,0.43859649122807015,nan
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",NordOvest,0,5,0.7309941520467835,nan
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Sud,0,5,0.7309941520467835,nan
2024,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",Total,0,16,2.3391812865497075,nan
2024,Non determinato,Centro,0,24,3.508771929824561,nan
2024,Non determinato,NordEst,0,14,2.046783625730994,nan
2024,Non determinato,NordOvest,0,27,3.9473684210526314,nan
2024,Non determinato,Sud,0,33,4.824561403508771,nan
2024,Non determinato,Total,0,98,14.327485380116958,nan
2024,Organizzazioni ed organismi extraterritoriali,Centro,0,1,0.14619883040935672,nan
2024,Organizzazioni ed organismi extraterritoriali,Total,0,1,0.14619883040935672,nan
2024,Sanita' e assistenza sociale,Centro,0,2,0.29239766081871343,nan
2024,Sanita' e assistenza sociale,NordEst,0,2,0.29239766081871343,nan
2024,Sanita' e assistenza sociale,NordOvest,0,1,0.14619883040935672,nan
2024,Sanita' e assistenza sociale,Sud,0,2,0.29239766081871343,nan
2024,Sanita' e assistenza sociale,Total,0,7,1.023391812865497,nan
2024,Servizi di informazione e comunicazione,Centro,0,1,0.14619883040935672,nan
2024,Servizi di informazione e comunicazione,NordEst,0,1,0.14619883040935672,nan
2024,Servizi di informazione e comunicazione,Sud,0,3,0.43859649122807015,nan
2024,Servizi di informazione e comunicazione,Total,0,5,0.7309941520467835,nan
2024,Trasporto e magazzinaggio,Centro,0,3,0.43859649122807015,nan
2024,Trasporto e magazzinaggio,NordEst,0,8,1.1695906432748537,nan
2024,Trasporto e magazzinaggio,NordOvest,0,13,1.9005847953216373,nan
2024,Trasporto e magazzinaggio,Sud,0,10,1.461988304093567,nan
2024,Trasporto e magazzinaggio,Total,0,34,4.970760233918129,nan
