Year,DescrRegione,AgeGroup,Occupati,MacroRegione,Count,Percentage,PercentageOccupati,SummarisedCount
2024,Trentino Alto Adige,0-14,0,NordEst,1791,0.002536550546186888,0.0,Low (1001-10000)
2024,Trentino Alto Adige,15+,0,NordEst,8170,0.011570975970042927,0.0,Low (1001-10000)
2024,Trentino Alto Adige,15-64,0,NordEst,7908,0.01119991162436958,0.0,Low (1001-10000)
2024,Trentino Alto Adige,65+,0,NordEst,262,0.000371064345673347,0.0,Very low (1-1000)
2024,Umbria,0-14,0,Centro,615,0.000871009819042399,0.0,Very low (1-1000)
2024,Umbria,15+,0,Centro,3870,0.005480988617388755,0.0,Low (1001-10000)
2024,Umbria,15-64,0,Centro,3744,0.005302537825194703,0.0,Low (1001-10000)
2024,Umbria,65+,0,Centro,126,0.00017845079219405198,0.0,Very low (1-1000)
2024,Valle D'Aosta,0-14,0,NordOvest,68,9.6306776739647e-05,0.0,Very low (1-1000)
2024,Valle D'Aosta,15+,0,NordOvest,531,0.000752042624246364,0.0,Very low (1-1000)
2024,Valle D'Aosta,15-64,0,NordOvest,515,0.000729382206189976,0.0,Very low (1-1000)
2024,Valle D'Aosta,65+,0,NordOvest,16,2.2660418056387e-05,0.0,Very low (1-1000)
2024,Veneto,0-14,0,NordEst,3736,0.005291207616166509,0.0,Low (1001-10000)
2024,Veneto,15+,0,NordEst,26265,0.0371984925156888,0.0,Moderate (10001-50000)
2024,Veneto,15-64,0,NordEst,25682,0.03637280353275917,0.0,Moderate (10001-50000)
2024,Veneto,65+,0,NordEst,583,0.000825688982929623,0.0,Very low (1-1000)
