Year,DescrRegione,Occupati,MacroRegione,DescrAtecoLiv1,Settore,Count,Percentage,PercentageOccupati,SummarisedCount
2018,Abruzzo,493923,Sud,"Agricoltura, silvicoltura e pesca",Primario,31,2.4536886063365e-05,6.2762819305843e-05,Very low (1-1000)
2018,Abruzzo,493923,Sud,Altre attivita' di servizi,Terziario,180,0.00014247224165825,0.00036442927338876696,Very low (1-1000)
2018,Abruzzo,493923,Sud,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",Terziario,280,0.00022162348702394402,0.000566889980826971,Very low (1-1000)
2018,Abruzzo,493923,Sud,"Attivita' artistiche, sportive, di intrattenimento e divertimento",Terziario,110,8.7066369902264e-05,0.000222706778182024,Very low (1-1000)
2018,Abruzzo,493923,Sud,Attivita' dei servizi di alloggio e di ristorazione,Terziario,612,0.00048440562163805,0.0012390595295218069,Very low (1-1000)
2018,Abruzzo,493923,Sud,Attivita' finanziarie e assicurative,Terziario,62,4.907377212673e-05,0.000125525638611686,Very low (1-1000)
2018,Abruzzo,493923,Sud,Attivita' immobiliari,Terziario,14,1.1081174351197001e-05,2.8344499041348e-05,Very low (1-1000)
2018,Abruzzo,493923,Sud,Attivita' manifatturiere,Secondario,2136,0.001690670601011236,0.004324560710880036,Low (1001-10000)
2018,Abruzzo,493923,Sud,"Attivita' professionali, scientifiche e tecniche",Terziario,72,5.69888966633e-05,0.000145771709355506,Very low (1-1000)
2018,Abruzzo,493923,Sud,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",Terziario,1017,0.000804968165369113,0.002059025394646534,Low (1001-10000)
2018,Abruzzo,493923,Sud,Costruzioni,Secondario,1086,0.0008595825246714429,0.002198723282778894,Low (1001-10000)
2018,Abruzzo,493923,Sud,Estrazione di minerali da cave e miniere,Primario,17,1.3455711712168e-05,3.4418320264494003e-05,Very low (1-1000)
2018,Abruzzo,493923,Sud,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",Secondario,318,0.000251700960262908,0.0006438250496534879,Very low (1-1000)
